date,symptom:ageusia,symptom:anosmia,symptom:chills,symptom:cough,symptom:diarrhea,symptom:fatigue,symptom:fever,symptom:headache,symptom:muscle weakness,symptom:nasal congestion,symptom:nausea,symptom:shortness of breath,symptom:sore throat,symptom:vomiting,daily_new_positives,cumulative_positives,num_daily_tests,cumulative_tests,test_positivity_rate,symptom:combined
2021-08-31,0.13,0.17,0.21,4.15,3.96,4.24,3.49,3.68,0.23,1.44,1.85,0.68,1.82,2.27,4612,2265300,146496,65445674,0.0315,15.103699999999998
2021-09-01,0.12,0.17,0.2,4.01,3.67,3.95,3.51,3.51,0.24,1.41,1.75,0.65,1.72,2.13,4943,2270243,163926,65609600,0.0302,14.497499999999999
2021-09-02,0.12,0.16,0.22,3.83,3.54,3.74,3.4,3.39,0.21,1.44,1.69,0.6,1.61,2.09,6010,2276253,180218,65789818,0.0333,13.904499999999999
2021-09-03,0.12,0.17,0.23,4.0,3.62,3.68,3.22,3.46,0.2,1.54,1.78,0.61,1.64,2.29,5030,2281283,157302,65947120,0.032,14.024099999999999
2021-09-04,0.14,0.18,0.23,4.02,3.91,3.68,3.29,3.78,0.19,1.68,1.94,0.59,1.73,2.57,4495,2285778,148145,66095265,0.0302999999999999,14.524999999999997
2021-09-05,0.15,0.18,0.23,4.02,3.95,3.77,3.23,3.59,0.18,1.65,1.94,0.61,1.69,2.54,3660,2289438,100288,66195553,0.0365,14.420099999999996
2021-09-06,0.14,0.21,0.21,3.98,4.0,3.88,3.13,3.5,0.2,1.55,1.84,0.64,1.71,2.4,3322,2292760,83316,66278869,0.0399,14.307499999999997
2021-09-07,0.12,0.22,0.22,4.17,3.83,4.08,3.41,3.65,0.22,1.57,1.84,0.67,1.84,2.36,3851,2296611,103608,66382477,0.0372,14.921800000000001
2021-09-08,0.12,0.27,0.27,4.22,3.71,4.25,3.68,3.63,0.23,1.56,1.85,0.67,1.84,2.27,5402,2302013,176675,66559152,0.0306,15.2663
2021-09-09,0.13,0.78,0.22,4.19,3.61,4.05,3.38,3.54,0.24,1.47,1.78,0.66,1.73,2.21,6151,2308164,197952,66757104,0.0311,14.7745
2021-09-10,0.14,0.21,0.24,4.05,3.58,3.71,3.21,3.39,0.23,1.52,1.71,0.62,1.71,2.18,5768,2313932,203374,66960478,0.0283999999999999,14.051
2021-09-11,0.16,0.21,0.24,4.22,3.75,3.81,3.31,3.73,0.19,1.75,1.9,0.59,1.79,2.49,5447,2319379,179025,67139503,0.0304,14.722600000000002
2021-09-12,0.16,0.22,0.21,4.21,3.82,3.92,3.27,3.65,0.2,1.71,1.94,0.62,1.78,2.5,3686,2323065,109138,67248641,0.0338,14.743199999999998
2021-09-13,0.13,0.18,0.21,4.26,3.59,4.14,3.53,3.51,0.25,1.57,1.82,0.7,1.79,2.33,4098,2327163,117753,67366394,0.0348,14.949799999999998
2021-09-14,0.13,0.23,0.23,4.4,3.58,4.21,3.62,3.45,0.24,1.57,1.76,0.71,1.88,2.26,4852,2332015,156001,67522395,0.0311,15.172099999999999
2021-09-15,0.14,0.18,0.24,4.44,3.5,4.19,3.6,3.47,0.25,1.58,1.75,0.73,1.89,2.21,6729,2338744,198053,67720448,0.034,15.1698
2021-09-16,0.13,0.17,0.21,4.38,3.57,4.13,3.54,3.53,0.24,1.57,1.75,0.68,1.86,2.22,5781,2344525,213002,67933450,0.0271,15.0268
2021-09-17,0.12,0.17,0.19,4.3,3.54,3.71,3.35,3.29,0.21,1.56,1.75,0.65,1.73,2.31,5368,2349893,197275,68130725,0.0272,14.302300000000002
2021-09-18,0.14,0.17,0.2,4.5,3.69,3.77,3.41,3.74,0.2,1.66,1.89,0.61,1.8,2.55,5275,2355168,207697,68338422,0.0254,14.976000000000003
2021-09-19,0.12,0.19,0.22,4.45,3.65,3.72,3.44,3.41,0.18,1.73,1.83,0.6,1.9,2.45,3432,2358600,116550,68454972,0.0294,14.725
2021-09-20,0.13,0.16,0.23,4.72,3.53,4.05,3.57,3.43,0.23,1.71,1.86,0.7,1.93,2.28,5242,2363842,143765,68598737,0.0365,15.315499999999998
2021-09-21,0.12,0.19,0.24,4.74,3.57,4.26,3.62,3.49,0.24,1.68,1.81,0.68,2.03,2.26,4673,2368515,178396,68777133,0.0262,15.575699999999998
2021-09-22,0.12,0.21,0.22,4.73,3.57,4.27,3.69,3.48,0.23,1.68,1.75,0.7,2.05,2.27,4814,2373329,198847,68975980,0.0242,15.608999999999998
2021-09-23,0.11,0.18,0.2,4.72,3.4,4.09,3.71,3.43,0.25,1.65,1.67,0.66,1.96,2.17,6070,2379399,222958,69198938,0.0272,15.300899999999999
2021-09-24,0.12,0.17,0.2,4.63,3.35,3.61,3.48,3.25,0.2,1.73,1.62,0.61,1.89,2.18,5288,2384687,209381,69408319,0.0253,14.522799999999998
2021-09-25,0.13,0.25,0.25,4.98,3.58,3.63,3.57,3.67,0.19,2.0,1.88,0.58,2.02,2.49,4314,2389001,180612,69588931,0.0239,15.470200000000002
2021-09-26,0.13,0.29,0.22,5.15,3.63,3.75,3.66,3.54,0.2,2.02,1.91,0.64,2.11,2.52,4004,2393005,128700,69717631,0.0311,15.7834
2021-09-27,0.12,0.28,0.23,5.4,3.64,4.17,3.91,3.63,0.23,2.07,1.79,0.74,2.24,2.4,4114,2397119,134915,69852546,0.0305,16.5895
2021-09-28,0.13,0.23,0.23,5.53,3.49,4.25,3.81,3.52,0.23,2.06,1.73,0.7,2.28,2.27,5137,2402256,190260,70042806,0.027,16.493299999999998
2021-09-29,0.12,0.23,0.23,5.46,3.5,4.39,3.73,3.47,0.23,2.1,1.64,0.71,2.29,2.19,4744,2407000,238866,70281672,0.0199,16.4023
2021-09-30,0.12,0.17,0.24,5.52,4.17,4.13,3.66,3.42,0.24,2.15,1.58,0.65,2.23,2.89,5187,2412187,220916,70502588,0.0235,16.4786
2021-10-01,0.12,0.18,0.24,5.27,3.39,3.59,3.41,3.27,0.2,2.11,1.6,0.61,2.06,2.3,4701,2416888,221209,70723797,0.0213,15.160999999999996
2021-10-02,0.14,0.2,0.24,5.54,3.43,3.63,3.56,3.63,0.18,2.47,1.76,0.6,2.24,2.41,4584,2421472,194919,70918716,0.0235,15.9266
2021-10-03,0.14,0.21,0.21,5.65,3.52,3.77,3.68,3.53,0.19,2.38,1.82,0.65,2.34,2.52,2896,2424368,122193,71040909,0.0237,16.260600000000004
2021-10-04,0.12,0.17,0.21,5.76,3.42,4.12,3.72,3.39,0.23,2.11,1.72,0.74,2.36,2.3,3877,2428245,142635,71183544,0.0272,16.4643
2021-10-05,0.12,0.2,0.23,5.94,3.33,4.11,3.75,3.4,0.24,2.15,1.71,0.74,2.4,2.26,5672,2433917,195894,71379438,0.0289999999999999,16.641299999999994
2021-10-06,0.12,0.2,0.22,5.81,3.34,4.16,3.96,3.62,0.25,2.15,1.71,0.73,2.45,2.23,5243,2439160,225685,71605123,0.0232,16.8751
2021-10-07,0.12,0.2,0.21,5.7,3.35,4.12,3.75,3.57,0.22,2.13,1.7,0.69,2.34,2.22,5654,2444814,229231,71834354,0.0247,16.4655
2021-10-08,0.12,0.17,0.21,5.48,3.38,3.7,3.55,3.44,0.23,2.07,1.64,0.65,2.22,2.2,4804,2449618,216154,72050508,0.0222,15.695500000000001
2021-10-09,0.15,0.21,0.21,5.73,3.49,3.53,3.56,3.51,0.17,2.36,1.82,0.61,2.28,2.47,2785,2452403,108006,72158514,0.0258,15.9939
2021-10-10,0.14,0.22,0.23,5.71,3.49,3.6,3.41,3.5,0.17,2.28,1.82,0.62,2.22,2.44,5128,2457531,207153,72365667,0.0248,15.877
2021-10-11,0.14,0.21,0.23,6.02,3.54,4.11,3.64,3.6,0.23,2.24,1.79,0.69,2.39,2.42,3376,2460907,111564,72477231,0.0302999999999999,16.8425
2021-10-12,0.11,0.18,0.23,6.02,3.45,4.28,3.81,3.66,0.25,2.21,1.76,0.69,2.38,2.37,4658,2465565,152594,72629825,0.0305,17.061999999999998
2021-10-13,0.11,0.18,0.24,5.94,3.39,4.29,3.83,3.7,0.23,2.2,1.74,0.72,2.34,2.34,4401,2469966,200032,72829857,0.022,17.0009
2021-10-14,0.12,0.18,0.23,5.62,3.38,4.23,3.76,3.71,0.24,2.04,1.7,0.68,2.22,2.33,5693,2475659,236861,73066718,0.024,16.5413
2021-10-15,0.12,0.18,0.21,5.31,3.29,3.75,3.5,3.51,0.22,1.96,1.64,0.66,2.06,2.26,5248,2480907,216951,73283669,0.0242,15.485
2021-10-16,0.14,0.2,0.21,5.48,3.58,3.75,3.49,3.71,0.19,2.11,1.82,0.64,2.15,2.5,4204,2485111,208704,73492373,0.0200999999999999,15.969100000000001
2021-10-17,0.14,0.22,0.23,5.61,3.51,3.73,3.39,3.43,0.2,2.1,1.78,0.64,2.18,2.49,3003,2488114,115785,73608158,0.0259,15.813100000000002
2021-10-18,0.11,0.19,0.26,5.84,3.38,4.02,3.59,3.5,0.24,2.12,1.72,0.72,2.17,2.33,2892,2491006,118780,73726938,0.0243,16.3725
2021-10-19,0.11,0.17,0.24,5.94,3.26,4.33,3.64,3.65,0.28,2.27,1.71,0.73,2.27,2.25,4668,2495674,192805,73919743,0.0242,16.787100000000002
2021-10-20,0.1,0.14,0.23,5.81,3.79,4.43,3.75,3.7,0.27,2.2,1.73,0.72,2.31,2.27,4223,2499897,210300,74130043,0.0200999999999999,17.0509
2021-10-21,0.1,0.14,0.21,5.59,4.26,4.15,4.01,3.59,0.24,2.05,1.71,0.7,2.19,2.26,3594,2503491,199448,74329491,0.018,16.900199999999998
2021-10-22,0.1,0.13,0.21,5.34,3.63,3.65,3.62,3.3,0.23,1.93,1.66,0.62,2.0,2.22,4338,2507829,208561,74538052,0.0208,15.493599999999999
2021-10-23,0.12,0.15,0.24,5.59,3.64,3.62,3.33,3.42,0.2,2.21,1.73,0.59,2.03,2.41,2861,2510690,162737,74700789,0.0176,15.606999999999998
2021-10-24,0.11,0.14,0.25,5.65,3.55,3.7,3.41,3.46,0.19,2.17,1.8,0.63,2.05,2.57,3054,2513744,125595,74826384,0.0243,15.827800000000002
2021-10-25,0.1,0.15,0.24,5.75,3.47,4.21,3.65,3.63,0.25,2.05,1.79,0.72,2.19,2.37,2203,2515947,92974,74919358,0.0237,16.5873
2021-10-26,0.1,0.13,0.23,5.6,3.34,4.01,3.52,3.44,0.23,1.92,1.63,0.7,2.15,2.23,4284,2520231,166067,75085425,0.0258,15.935899999999997
2021-10-27,0.1,0.14,0.25,5.56,3.27,4.01,3.42,3.35,0.23,1.99,1.63,0.69,2.17,2.28,4285,2524516,225695,75311120,0.019,15.773
2021-10-28,0.12,0.14,0.24,5.51,3.23,3.91,3.38,3.38,0.24,1.95,1.63,0.66,2.04,2.26,5064,2529580,235693,75546813,0.0215,15.567799999999998
2021-10-29,0.1,0.14,0.22,5.07,3.17,3.42,3.15,3.34,0.2,1.92,1.56,0.58,1.86,2.2,3977,2533557,199641,75746454,0.0199,14.469999999999997
2021-10-30,0.12,0.17,0.22,5.29,3.34,3.35,3.27,3.63,0.19,2.08,1.76,0.58,1.91,2.57,3588,2537145,166598,75913052,0.0215,15.098899999999999
2021-10-31,0.12,0.17,0.22,5.22,3.38,3.38,3.15,3.42,0.2,1.97,1.78,0.56,1.98,2.63,2907,2540052,116311,76029363,0.025,14.8805
2021-11-01,0.1,0.16,0.24,5.64,3.32,3.98,3.5,3.37,0.23,2.03,1.75,0.67,2.29,2.38,2961,2543013,98419,76127782,0.0301,16.0085
2021-11-02,0.1,0.14,0.26,5.98,3.27,4.09,3.66,3.33,0.23,2.15,1.61,0.65,2.47,2.22,4032,2547045,165669,76293451,0.0243,16.4605
2021-11-03,0.1,0.15,0.24,6.13,3.17,3.97,3.73,3.36,0.23,2.31,1.64,0.7,2.45,2.22,4587,2551632,195601,76489052,0.0235,16.5839
2021-11-04,0.1,0.14,0.25,6.19,3.25,3.9,3.71,3.45,0.24,2.32,1.66,0.68,2.4,2.24,4775,2556407,189162,76678214,0.0252,16.648
2021-11-05,0.11,0.15,0.24,6.04,3.4,3.58,3.5,3.31,0.23,2.35,1.58,0.58,2.29,2.18,4913,2561320,198904,76877118,0.0247,15.988399999999999
2021-11-06,0.15,0.17,0.23,6.17,3.27,3.45,3.53,3.48,0.18,2.59,1.74,0.6,2.3,2.44,4603,2565923,173651,77050769,0.0265,16.1937
2021-11-07,0.14,0.2,0.23,6.44,3.36,3.63,3.55,3.5,0.19,2.6,1.78,0.66,2.36,2.56,3480,2569403,111451,77162220,0.0312,16.692800000000002
2021-11-08,0.13,0.18,0.25,6.41,3.31,3.97,3.77,3.65,0.23,2.39,1.73,0.73,2.39,2.41,4108,2573511,115506,77277726,0.0356,17.1501
2021-11-09,0.12,0.19,0.26,6.55,3.27,4.15,3.82,3.65,0.28,2.38,1.7,0.73,2.46,2.31,5138,2578649,153396,77431122,0.0335,17.4457
2021-11-10,0.12,0.18,0.25,6.18,3.19,3.99,3.68,3.51,0.23,2.24,1.64,0.69,2.29,2.3,6545,2585194,213940,77645062,0.0306,16.6444
2021-11-11,0.12,0.19,0.25,6.29,3.29,3.94,3.6,3.62,0.22,2.31,1.7,0.67,2.25,2.35,6151,2591345,199602,77844664,0.0308,16.7469
2021-11-12,0.13,0.17,0.23,5.63,3.18,3.5,3.38,3.43,0.21,2.06,1.63,0.63,2.0,2.22,6477,2597822,202482,78047146,0.032,15.380400000000002
2021-11-13,0.14,0.21,0.23,5.78,3.32,3.44,3.29,3.42,0.18,2.16,1.72,0.56,2.07,2.46,5078,2602900,156469,78203615,0.0325,15.495499999999998
2021-11-14,0.14,0.24,0.25,5.91,3.42,3.65,3.43,3.47,0.2,2.21,1.84,0.63,2.07,2.5,4572,2607472,113955,78317570,0.0401,16.0365
2021-11-15,0.13,0.25,0.25,6.12,3.33,3.92,3.61,3.52,0.25,2.15,1.76,0.66,2.24,2.48,4872,2612344,101484,78419054,0.048,16.600400000000004
2021-11-16,0.14,0.33,0.25,6.26,3.25,3.99,3.76,3.58,0.26,2.19,1.68,0.7,2.31,2.34,6114,2618458,160747,78579801,0.038,16.920099999999998
2021-11-17,0.13,0.37,0.25,6.23,3.32,3.98,3.78,3.66,0.27,2.19,1.72,0.7,2.24,2.34,7971,2626429,217339,78797140,0.0366999999999999,16.976399999999998
2021-11-18,0.12,0.27,0.25,5.78,3.23,3.96,3.73,3.66,0.25,2.06,1.72,0.66,2.12,2.37,7558,2633987,207467,79004607,0.0364,16.3973
2021-11-19,0.13,0.27,0.24,5.52,3.12,3.4,3.38,3.19,0.21,1.99,1.6,0.61,2.0,2.22,7097,2641084,201469,79206076,0.0352,15.0593
2021-11-20,0.17,0.28,0.24,5.93,3.39,3.38,3.47,3.54,0.18,2.26,1.72,0.56,2.07,2.51,6857,2647941,191142,79397218,0.0359,15.8685
2021-11-21,0.17,0.28,0.25,5.89,3.53,3.68,3.56,3.51,0.23,2.28,1.83,0.64,2.09,2.6,5401,2653342,120209,79517427,0.0449,16.270899999999997
2021-11-22,0.15,0.24,0.25,5.97,3.37,3.8,3.65,3.35,0.22,2.12,1.71,0.66,2.1,2.35,5336,2658678,118953,79636380,0.0449,16.2371
2021-11-23,0.15,0.24,0.25,5.98,3.24,3.61,3.61,3.19,0.21,2.14,1.63,0.64,2.19,2.23,7166,2665844,178092,79814472,0.0401999999999999,15.9294
2021-11-24,0.14,0.21,0.25,5.92,3.13,3.37,3.59,3.23,0.19,2.22,1.67,0.59,2.17,2.22,8388,2674232,226602,80041074,0.037,15.659199999999998
2021-11-25,0.18,0.27,0.22,5.62,3.27,3.27,3.99,3.39,0.16,2.22,1.72,0.55,2.05,2.43,6295,2680527,182644,80223718,0.0345,15.768499999999996
2021-11-26,0.14,0.23,0.21,5.8,3.1,3.28,3.25,3.08,0.16,2.22,1.67,0.59,2.1,2.32,4326,2684853,91415,80315133,0.0473,15.0756
2021-11-27,0.16,0.27,0.27,6.15,3.31,3.62,3.48,3.13,0.17,2.31,1.82,0.6,2.26,2.58,6147,2691000,145189,80460322,0.0423,16.093300000000003
2021-11-28,0.15,0.27,0.27,6.33,3.32,3.7,3.86,3.27,0.18,2.46,1.87,0.65,2.25,2.63,5277,2696277,99430,80559752,0.0530999999999999,16.751800000000003
2021-11-29,0.15,0.31,0.28,6.45,3.34,3.91,4.07,3.38,0.21,2.34,1.8,0.74,2.25,2.48,6593,2702870,130366,80690118,0.0506,17.252499999999998
2021-11-30,0.14,0.24,0.3,6.67,3.42,4.11,4.14,3.65,0.24,2.43,1.77,0.7,2.36,2.51,9462,2712332,188906,80879024,0.0501,17.8464
2021-12-01,0.16,0.31,0.29,6.49,3.34,4.03,4.14,3.6,0.23,2.37,1.79,0.67,2.25,2.44,11300,2723632,233784,81112808,0.0483,17.521700000000003
2021-12-02,0.16,0.28,0.3,6.31,3.43,3.98,4.03,3.57,0.23,2.21,1.78,0.7,2.18,2.42,11242,2734874,230961,81343769,0.0487,17.2354
2021-12-03,0.16,0.28,0.28,6.1,3.41,3.57,3.82,3.34,0.22,2.17,1.73,0.64,2.07,2.45,9907,2744781,207831,81551600,0.0476999999999999,16.3793
2021-12-04,0.19,0.31,0.28,6.17,3.59,3.54,3.84,3.61,0.17,2.34,1.86,0.6,2.15,2.68,10411,2755192,234516,81786116,0.0444,16.744
2021-12-05,0.19,0.38,0.27,6.05,3.63,3.72,3.82,3.55,0.2,2.27,1.87,0.63,2.04,2.72,6078,2761270,122336,81908452,0.0496999999999999,16.7199
2021-12-06,0.18,0.3,0.28,6.18,3.6,3.99,4.12,3.6,0.23,2.15,1.88,0.68,2.12,2.63,8210,2769480,149184,82057636,0.055,17.302000000000003
2021-12-07,0.16,0.29,0.32,6.12,3.49,4.06,4.05,3.54,0.22,2.03,1.77,0.65,2.16,2.55,9833,2779313,230412,82288048,0.0426999999999999,17.113799999999998
2021-12-08,0.16,0.25,0.3,6.22,3.45,4.07,4.2,3.6,0.23,2.13,1.78,0.69,2.16,2.49,12491,2791804,249960,82538008,0.05,17.3583
2021-12-09,0.16,0.24,0.3,6.1,3.39,3.89,4.08,3.49,0.23,2.13,1.73,0.66,2.11,2.44,11203,2803007,268372,82806380,0.0417,16.8996
2021-12-10,0.16,0.24,0.28,5.95,3.38,3.69,4.0,3.44,0.2,2.14,1.74,0.62,2.04,2.46,11718,2814725,273607,83079987,0.0428,16.477000000000004
2021-12-11,0.18,0.26,0.28,5.98,3.54,3.59,4.05,3.63,0.18,2.21,1.94,0.6,2.03,2.68,11577,2826302,249793,83329780,0.0463,16.7367
2021-12-12,0.18,0.27,0.29,5.95,3.64,3.62,4.04,3.4,0.19,2.12,1.98,0.64,2.12,2.84,8993,2835295,179704,83509484,0.05,16.723200000000002
2021-12-13,0.17,0.29,0.34,6.55,3.67,4.09,4.52,3.61,0.23,2.18,1.9,0.72,2.34,2.69,8266,2843561,142965,83652449,0.0578,18.1895
2021-12-14,0.17,0.27,0.37,6.97,3.5,4.09,5.07,3.66,0.22,2.33,1.91,0.73,2.51,2.62,12944,2856505,232509,83884958,0.0557,19.038799999999995
2021-12-15,0.17,0.28,0.37,7.07,3.52,4.04,5.24,3.68,0.23,2.41,1.83,0.7,2.57,2.59,18276,2874781,277956,84162914,0.0658,19.2393
2021-12-16,0.17,0.28,0.35,7.1,3.52,3.96,5.3,3.74,0.24,2.36,1.84,0.72,2.61,2.59,21027,2895808,263536,84426450,0.0798,19.3178
2021-12-17,0.2,0.31,0.35,6.84,3.46,3.58,5.06,3.49,0.21,2.38,1.79,0.64,2.64,2.59,21908,2917716,290930,84717380,0.0753,18.445999999999998
2021-12-18,0.22,0.34,0.37,7.49,3.66,3.51,5.52,3.67,0.18,2.69,1.92,0.62,2.8,2.71,22478,2940194,267422,84984802,0.0841,19.645899999999997
2021-12-19,0.24,0.32,0.4,7.64,3.78,3.69,5.53,3.68,0.18,2.69,1.94,0.66,2.88,2.81,23391,2963585,258612,85243414,0.0904,20.036499999999997
2021-12-20,0.22,0.3,0.43,7.97,3.7,3.91,5.97,3.66,0.21,2.79,1.94,0.7,3.05,2.77,22258,2985843,214165,85457579,0.1039,20.885299999999997
2021-12-21,0.21,0.32,0.51,8.63,3.82,3.98,6.83,3.9,0.21,3.06,1.95,0.71,3.33,2.77,28924,3014767,271290,85728869,0.1066,22.558800000000005
2021-12-22,0.22,0.31,0.47,8.86,3.94,3.81,6.89,3.86,0.19,3.12,1.9,0.67,3.46,2.67,38835,3053602,324786,86053655,0.1196,22.684000000000005
2021-12-23,0.22,0.39,0.5,9.06,4.07,3.5,6.82,3.74,0.19,3.41,1.92,0.67,3.61,2.68,44431,3098033,359191,86412846,0.1236999999999999,22.714400000000005
2021-12-24,0.28,0.39,0.5,8.96,3.81,3.3,6.8,3.8,0.16,3.4,1.95,0.64,3.6,2.72,49708,3147741,400030,86812876,0.1243,22.413400000000003
2021-12-25,0.29,0.4,0.46,8.53,3.81,3.43,6.79,3.91,0.14,3.22,2.09,0.67,3.5,2.9,36454,3184195,257325,87070201,0.1417,22.185999999999996
2021-12-26,0.28,0.42,0.55,10.13,4.24,3.92,7.37,4.09,0.15,3.83,2.23,0.71,3.96,3.24,26737,3210932,166681,87236882,0.1604,24.991999999999997
2021-12-27,0.3,0.41,0.59,11.15,4.21,4.14,8.29,4.26,0.19,4.0,2.26,0.8,4.22,3.26,40780,3251712,210996,87447878,0.1932999999999999,27.047599999999996
2021-12-28,0.31,0.43,0.63,11.92,4.18,4.41,9.06,4.57,0.21,4.37,2.27,0.82,4.36,3.19,67090,3318802,362594,87810472,0.185,28.791800000000006
2021-12-29,0.33,0.43,0.58,11.88,4.15,4.29,8.78,4.48,0.2,4.48,2.29,0.83,4.36,3.15,74207,3393009,336469,88146941,0.2205,28.379800000000003
2021-12-30,0.34,0.43,0.53,11.46,4.12,4.11,8.28,4.46,0.2,4.46,2.25,0.83,4.22,3.06,76555,3469564,339853,88486794,0.2253,27.3794
2021-12-31,0.33,0.45,0.49,9.98,3.91,3.57,7.29,4.2,0.17,3.9,2.08,0.74,3.69,2.9,85476,3555040,384365,88871159,0.2224,24.3362
